Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.SP";"331/2024";"Médio";3;30/11/2024;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;"30053";"COLCHÃO PIRAMIDAL / CAIXA DE OVO - HOSPITALAR";601148;"ADICIONAL: C/ CAPA PROTETORA, DENSIDADE MÍNIMA: ESPUMA CERCA D-33, DIMENSÕES: CERCA DE 180 X 50 X 8, MATERIAL: ESPUMA FLEXÍVEL POLIURETANO, TIPO REVESTIMENTO: TOTALMENTE IMPERMEÁVEL E NÃO REMOVÍVEL";"UN";217,2800;40,00000;8.691,2000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.SP";"331/2024";"Médio";4;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";459623;"COR: BRANCO, GRAMATURA MÍNIMA: 200, IMPRESSÃO: PERSONALIZADA E RESISTENTE A LAVAGEM INDUSTRIAL, MATERIAL: POLIÉSTER E ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,32 X 0,62, TIPO FIXAÇÃO: TRAÇADO SEM ELÁSTICO";"UN";26,0000;50,00000;1.300,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.SP";"331/2024";"Médio";5;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";459577;"COR: COM COR, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,90 X 0,90, TIPO FIXAÇÃO: COM ELÁSTICO";"UN";29,9500;400,00000;11.980,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.SP";"331/2024";"Médio";6;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";467124;"CARACTERÍSTICAS ADICIONAIS: USO HOSPITALAR COM COSTURA DUPLA, COR: BRANCO, GRAMATURA MÍNIMA: 150, MATERIAL: CRETONE 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,80 X 1,00, TIPO FIXAÇÃO: SEM ELÁSTICO";"UN";23,8200;200,00000;4.764,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.SP";"331/2024";"Médio";7;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"750";"FRONHA";285459;"COMPRIMENTO: 70, COR: BRANCA, LARGURA: 50, MATERIAL: 100% ALGODÃO";"UN";11,7500;200,00000;2.350,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.SP";"331/2024";"Médio";8;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19711";"COLCHA CAMA";603916;"CARACTERÍSTICAS ADICIONAIS: ANTIALÉRGICO, COR: COM COR, GRAMATURA MÍNIMA: 180, MATERIAL: 100% POLIÉSTER, MEDIDAS MÍNIMAS (C X L): 2,00 X 1,50, TIPO: LENÇOL DE CIMA / COBERTOR";"UN";26,6000;200,00000;5.320,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.SP";"331/2024";"Médio";9;30/11/2024;Material;8465;EQUIPAMENTOS INDIVIDUAIS;"11502";"REDE DE DORMIR";326199;"MATERIAL: 100% ALGODÃO, TIPO: SOLTEIRO";"UN";67,1300;10,00000;671,3000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.SP";"331/2024";"Médio";10;30/11/2024;Material;4020;CABOS DE FIBRA, CORDOALHAS E BARBANTES;"5854";"CORDA";480061;"DIÂMETRO: 36, MATERIAL: NÁILON, TIPO: TORCIDA";"UN";4,7200;20,00000;94,4000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.SP";"331/2024";"Médio";11;30/11/2024;Material;5340;FERRAGENS DIVERSAS;"562";"GANCHO REDE";217349;"CARACTERÍSTICAS ADICIONAIS: PARA PARAFUSAR - REFORÇADO, COMPRIMENTO PARAFUSOS: 40, DIÂMETRO PARAFUSOS: 5,50, ESPESSURA CHAPA: 1,90, ESPESSURA CHUMBADOR: NÃO APLICÁVEL, ESPESSURA GANCHO: 9,50, MATERIAL: FERRO, QUANTIDADE PARAFUSOS: 4, TRATAMENTO SUPERFICIAL: ZINCADO";"UN";15,0200;20,00000;300,4000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";1;30/11/2024;Material;9330;ARTIGOS DE PLÁSTICO;"3320";"BANHEIRA USO INFANTIL";467566;"ADICIONAL 1: C/ SABONETEIRA, CAPACIDADE MÁXIMA: ATÉ 25, COR: C/ COR, MATERIAL: PLÁSTICO, MODELO: RÍGIDA, DRENÁVEL, TIPO ENCOSTO: ENCOSTO P/ COSTAS FIXO";"UN";28,2200;10,00000;282,2000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";2;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19710";"TOALHA BANHO";459484;"COR: BRANCO, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS (C X L): 1,40 X 0,70";"UN";22,7700;2.000,00000;45.540,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";3;30/11/2024;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;"30053";"COLCHÃO PIRAMIDAL / CAIXA DE OVO - HOSPITALAR";601148;"ADICIONAL: C/ CAPA PROTETORA, DENSIDADE MÍNIMA: ESPUMA CERCA D-33, DIMENSÕES: CERCA DE 180 X 50 X 8, MATERIAL: ESPUMA FLEXÍVEL POLIURETANO, TIPO REVESTIMENTO: TOTALMENTE IMPERMEÁVEL E NÃO REMOVÍVEL";"UN";217,2800;20,00000;4.345,6000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";4;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";459623;"COR: BRANCO, GRAMATURA MÍNIMA: 200, IMPRESSÃO: PERSONALIZADA E RESISTENTE A LAVAGEM INDUSTRIAL, MATERIAL: POLIÉSTER E ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,32 X 0,62, TIPO FIXAÇÃO: TRAÇADO SEM ELÁSTICO";"UN";26,0000;50,00000;1.300,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";5;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";459577;"COR: COM COR, MATERIAL: 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,90 X 0,90, TIPO FIXAÇÃO: COM ELÁSTICO";"UN";29,9500;2.000,00000;59.900,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";6;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19713";"LENÇOL CAMA";467124;"CARACTERÍSTICAS ADICIONAIS: USO HOSPITALAR COM COSTURA DUPLA, COR: BRANCO, GRAMATURA MÍNIMA: 150, MATERIAL: CRETONE 100% ALGODÃO, MEDIDAS MÍNIMAS ( C X L ): 1,80 X 1,00, TIPO FIXAÇÃO: SEM ELÁSTICO";"UN";23,8200;2.000,00000;47.640,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";7;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"750";"FRONHA";285459;"COMPRIMENTO: 70, COR: BRANCA, LARGURA: 50, MATERIAL: 100% ALGODÃO";"UN";11,7500;2.000,00000;23.500,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";8;30/11/2024;Material;7210;UTENSÍLIOS DOMÉSTICOS;"19711";"COLCHA CAMA";603916;"CARACTERÍSTICAS ADICIONAIS: ANTIALÉRGICO, COR: COM COR, GRAMATURA MÍNIMA: 180, MATERIAL: 100% POLIÉSTER, MEDIDAS MÍNIMAS (C X L): 2,00 X 1,50, TIPO: LENÇOL DE CIMA / COBERTOR";"UN";26,6000;1.000,00000;26.600,0000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";9;30/11/2024;Material;8465;EQUIPAMENTOS INDIVIDUAIS;"11502";"REDE DE DORMIR";326199;"MATERIAL: 100% ALGODÃO, TIPO: SOLTEIRO";"UN";67,1300;60,00000;4.027,8000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";10;30/11/2024;Material;4020;CABOS DE FIBRA, CORDOALHAS E BARBANTES;"5854";"CORDA";480061;"DIÂMETRO: 36, MATERIAL: NÁILON, TIPO: TORCIDA";"UN";4,7200;60,00000;283,2000
"398/2024";Aprovada;Preparação;"Aquisição de enxovais para CASAI BSB e CASAI SP";BENS;250110;04/07/2024;31/12/2024;180;"SESAI.CASAI.BSB";"484/2023";"Médio";11;30/11/2024;Material;5340;FERRAGENS DIVERSAS;"562";"GANCHO REDE";217349;"CARACTERÍSTICAS ADICIONAIS: PARA PARAFUSAR - REFORÇADO, COMPRIMENTO PARAFUSOS: 40, DIÂMETRO PARAFUSOS: 5,50, ESPESSURA CHAPA: 1,90, ESPESSURA CHUMBADOR: NÃO APLICÁVEL, ESPESSURA GANCHO: 9,50, MATERIAL: FERRO, QUANTIDADE PARAFUSOS: 4, TRATAMENTO SUPERFICIAL: ZINCADO";"UN";15,0200;40,00000;600,8000
"402/2024";Aprovada;Encerrada;"Contratação BNDES";SERVICOS;250110;01/11/2024;31/12/2024;60;"SAES.INCA";"629/2024";"Alto";1;08/11/2024;Serviço;831;SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO;"";"";15881;"CONSULTORIA E ASSESSORIA - SETOR PÚBLICO / PRIVADO";"";8.267.404,6800;1,00000;8.267.404,6800
"404/2024";Aprovada;Preparação;"Locação de Veículos para as CASAI/BSB e SP";SERVICOS;250110;07/11/2023;23/01/2024;77;"SESAI.CASAI.SP";"101/2023";"Alto";1;24/01/2024;Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;"";"";4014;"LOCAÇÃO DE VEÍCULOS - LEVES / PESADOS";"UN";163.892,4000;1,00000;163.892,4000
"404/2024";Aprovada;Preparação;"Locação de Veículos para as CASAI/BSB e SP";SERVICOS;250110;07/11/2023;23/01/2024;77;"SESAI.CASAI.BSB";"134/2023";"Alto";1;24/01/2024;Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;"";"";4014;"LOCAÇÃO DE VEÍCULOS - LEVES / PESADOS";"UN";115.682,6400;4,00000;462.730,5600
"90229/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI.CACRIAD - AIDPI - Manual AIDPI";SERVICOS;250110;01/09/2023;01/03/2024;182;"SAPS.DGCI. CGCRIAJ";"334/2023";"Médio";1;01/03/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";15857;"GRÁFICO - IMPRESSÃO DE MANUAL E FORMULÁRIO, ALCEAMENTO E EN-VELOPAMENTO";"UN";15,0000;1.000,00000;15.000,0000
"90220/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI.CACRIAD - Cuidado para a Atenção Integral á Saúde de Crianças,Adolescentes";SERVICOS;250110;03/07/2024;30/12/2024;180;"SAPS.DGCI. CGCRIAJ";"350/2023";"Médio";1;30/12/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";15857;"GRÁFICO - IMPRESSÃO DE MANUAL E FORMULÁRIO, ALCEAMENTO E EN-VELOPAMENTO";"UN";8,0000;30.000,00000;240.000,0000
"90236/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI.COPID -material de apoio cuidado integral e longitudinal pessoa idosa";SERVICOS;250110;29/09/2023;29/03/2024;182;"SAPS.DGCI.COPID";"301/2023";"Baixo";1;30/03/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";15857;"GRÁFICO - IMPRESSÃO DE MANUAL E FORMULÁRIO, ALCEAMENTO E EN-VELOPAMENTO";"UN";1,2000;3.000.000,00000;3.600.000,0000
"90235/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI.COPID - Gráfica e distribuição de material de apoio saúde da família";SERVICOS;250110;03/10/2023;01/04/2024;181;"SAPS.DGCI.COPID";"303/2023";"Médio";1;31/03/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";15857;"GRÁFICO - IMPRESSÃO DE MANUAL E FORMULÁRIO, ALCEAMENTO E EN-VELOPAMENTO";"UN";2,0000;100.000,00000;200.000,0000
"90233/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI.COSAH - Contratação de Empresa para impressão gráfica e distribuição";SERVICOS;250110;01/02/2024;30/07/2024;180;"SAPS.DGCI.COSAH";"325/2023";"Médio";1;30/07/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";15857;"GRÁFICO - IMPRESSÃO DE MANUAL E FORMULÁRIO, ALCEAMENTO E EN-VELOPAMENTO";"UN";42,1300;2.700,00000;113.751,0000
"90233/2023";Aprovada;;"SERVIÇO - SAPS.DGCI.CGACI.COSAH - Contratação de Empresa para impressão gráfica e distribuição";SERVICOS;250110;01/02/2024;30/07/2024;180;"SAPS.DGCI.COSAH";"325/2023";"Médio";2;30/07/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";15857;"GRÁFICO - IMPRESSÃO DE MANUAL E FORMULÁRIO, ALCEAMENTO E EN-VELOPAMENTO";"UN";42,1300;2.700,00000;113.751,0000
"90241/2023";Aprovada;;"SERVIÇO - DATASUS - 25000.145858/2022-47- Fita LTO ";SERVICOS;250110;29/03/2024;26/09/2024;181;"SEIDIGI.DATASUS.CGIE";"479/2023";"Baixo";1;26/09/2024;Serviço;162;SERVIÇOS  DE  GERENCIAMENTO  EM TECNOLOGIA DA INFORMAÇÃO  E COMUNICAÇÃO (TIC);"";"";27758;"SERVIÇOS ESPECIALIZADOS  DE DISPONIBILIZAÇÃO DE CÓPIAS DE SEGURANÇA DE DADOS (BACKUP COMO SERVIÇO)";"UN";8.000.000,0000;1,00000;8.000.000,0000
"90253/2023";Aprovada;;"SERVIÇO - CONDIF -  Manutenção De Arquivos Fixos, Giratorios Ou Moveis";SERVICOS;250110;23/10/2023;29/02/2024;129;"SAA.CGDI.CODINF";"297/2023";"Baixo";1;29/02/2024;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;"";"";5444;"MANUTENÇÃO DE ARQUIVOS FIXOS, GIRATÓRIOS OU MÓVEIS";"UN";360.000,0000;1,00000;360.000,0000
"90262/2023";Aprovada;;" SERVIÇO - COGEP.COASS - Impressão de Material informativo/divulgação";SERVICOS;250110;02/01/2024;28/06/2024;178;"SAA.COGEP.COASS";"523/2023";"Baixo";1;30/06/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";19275;"EDIÇÃO / IMPRESSÃO OBRAS PÚBLICAS - LIVRO / REVISTA / PERIÓ-DICO";"UN";1,5000;15.000,00000;22.500,0000
"90262/2023";Aprovada;;" SERVIÇO - COGEP.COASS - Impressão de Material informativo/divulgação";SERVICOS;250110;02/01/2024;28/06/2024;178;"SAA.COGEP.COASS";"523/2023";"Baixo";2;30/06/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";19275;"EDIÇÃO / IMPRESSÃO OBRAS PÚBLICAS - LIVRO / REVISTA / PERIÓ-DICO";"UN";80,0000;14,00000;1.120,0000
"90262/2023";Aprovada;;" SERVIÇO - COGEP.COASS - Impressão de Material informativo/divulgação";SERVICOS;250110;02/01/2024;28/06/2024;178;"SAA.COGEP.COASS";"523/2023";"Baixo";3;30/06/2024;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";19275;"EDIÇÃO / IMPRESSÃO OBRAS PÚBLICAS - LIVRO / REVISTA / PERIÓ-DICO";"UN";45,0000;300,00000;13.500,0000
"90275/2023";Aprovada;;"SERVIÇO - CGDI - EVENTO";SERVICOS;250110;04/12/2023;31/05/2024;179;"SAA.CGDI.DCCMS";"308/2023";"Baixo";1;01/02/2024;Serviço;951;SERVIÇOS FORNECIDOS POR ORGANIZAÇÕES COMERCIAL,DE EMPREGADORE DE PROFISSIONAIS;"";"";4375;"ORGANIZAÇÃO DE CONGRESSO, SIMPÓSIO, CONFERÊNCIA E EXPOSIÇÃO";"UN";650.000,0000;1,00000;650.000,0000
"90283/2023";Aprovada;;"BENS - MATERIAL - CGENG - Aquisição de mobiliários ";BENS;250110;03/04/2024;30/09/2024;180;"SAA.CGENG";"282/2023";"Baixo";1;30/09/2024;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;"14785";"ESTAÇÃO TRABALHO";603014;"REVESTIMENTO: LAMINADO MELAMÍNICO DE BAIXA PRESSÃO, MATERIAL PERFIL: MADEIRA MDF, COMPONENTES: MESA 1 LUGAR, TAMPO FRONTAL, ALTURA: 85, COMPRIMENTO: 140, TIPO: PLATAFORMA, LARGURA: 70, CARACTERÍSTICAS ADICIONAIS: CALHA E CAIXA DE TOMADA, COM 03 PONTOS (2P+T) E 02, ESPESSURA TAMPO: 25";"UN";1.290,0000;50,00000;64.500,0000
"90283/2023";Aprovada;;"BENS - MATERIAL - CGENG - Aquisição de mobiliários ";BENS;250110;03/04/2024;30/09/2024;180;"SAA.CGENG";"282/2023";"Baixo";2;30/09/2024;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;"14785";"ESTAÇÃO TRABALHO";603018;"REVESTIMENTO: LAMINADO MELAMÍNICO DE BAIXA PRESSÃO, MATERIAL PERFIL: MADEIRA MDF, COMPONENTES: MESA 2 LUGARES, TAMPO FRONTAL, ALTURA: 850, COMPRIMENTO: 1400, TIPO: PLATAFORMA, LARGURA: 1400, CARACTERÍSTICAS ADICIONAIS: CALHA E CAIXA DE TOMADA, COM 06 PONTOS (2P+T) E 04, ESPESSURA TAMPO: 25";"UN";1.880,0000;50,00000;94.000,0000
"90283/2023";Aprovada;;"BENS - MATERIAL - CGENG - Aquisição de mobiliários ";BENS;250110;03/04/2024;30/09/2024;180;"SAA.CGENG";"282/2023";"Baixo";3;30/09/2024;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;"14785";"ESTAÇÃO TRABALHO";603017;"REVESTIMENTO: LAMINADO MELAMÍNICO DE BAIXA PRESSÃO, MATERIAL PERFIL: MADEIRA MDF, COMPONENTES: MESA 4 LUGARES, TAMPO FRONTAL, ALTURA: 850, COMPRIMENTO: 2800, TIPO: PLATAFORMA, LARGURA: 1400, CARACTERÍSTICAS ADICIONAIS: CALHA E CAIXA DE TOMADA, COM 12 PONTOS (2P+T) E 08, ESPESSURA TAMPO: 25";"UN";3.880,0000;50,00000;194.000,0000
"90283/2023";Aprovada;;"BENS - MATERIAL - CGENG - Aquisição de mobiliários ";BENS;250110;03/04/2024;30/09/2024;180;"SAA.CGENG";"282/2023";"Baixo";4;30/09/2024;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;"14785";"ESTAÇÃO TRABALHO";603020;"REVESTIMENTO: LAMINADO MELAMÍNICO DE BAIXA PRESSÃO, MATERIAL PERFIL: MADEIRA MDF, COMPONENTES: MESA 6 LUGARES, TAMPO FRONTAL, ALTURA: 850, COMPRIMENTO: 4200, TIPO: PLATAFORMA, LARGURA: 1400, CARACTERÍSTICAS ADICIONAIS: CALHA E CAIXA DE TOMADA, COM 18 PONTOS (2P+T) E 12, ESPESSURA TAMPO: 25";"UN";7.800,0000;50,00000;390.000,0000
"90283/2023";Aprovada;;"BENS - MATERIAL - CGENG - Aquisição de mobiliários ";BENS;250110;03/04/2024;30/09/2024;180;"SAA.CGENG";"282/2023";"Baixo";5;30/09/2024;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;"13596";"CONJUNTO MESAS ESCRITÓRIO";603773;"REVESTIMENTO: LAMINADO MELAMÍNICO DE BAIXA PRESSÃO, MATERIAL: MADEIRA MDF, ALTURA: 0,85, COMPRIMENTO MESA AUXILIAR: 1,80, LARGURA MESA AUXILIAR: 1,60, COMPRIMENTO MESA PRINCIPAL: 1,80, LARGURA MESA PRINCIPAL: 1,60, CARACTERÍSTICAS ADICIONAIS: CALHA E CAIXA DE TOMADA, ESPESSURA TAMPO: 25, FORMATO: EM "L"";"UN";1.767,0000;50,00000;88.350,0000
"90283/2023";Aprovada;;"BENS - MATERIAL - CGENG - Aquisição de mobiliários ";BENS;250110;03/04/2024;30/09/2024;180;"SAA.CGENG";"282/2023";"Baixo";6;30/09/2024;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;"13596";"CONJUNTO MESAS ESCRITÓRIO";603772;"REVESTIMENTO: LAMINADO MELAMÍNICO DE BAIXA PRESSÃO, MATERIAL: MADEIRA MDF, ALTURA: 0,85, COMPRIMENTO MESA AUXILIAR: 1,80, LARGURA MESA AUXILIAR: 0,70, COMPRIMENTO MESA PRINCIPAL: 1,80, LARGURA MESA PRINCIPAL: 0,70, CARACTERÍSTICAS ADICIONAIS: CALHA E CAIXA DE TOMADA, ESPESSURA TAMPO: 25, FORMATO: EM "L" COM PENÍNSULA";"UN";1.713,0000;20,00000;34.260,0000
"90283/2023";Aprovada;;"BENS - MATERIAL - CGENG - Aquisição de mobiliários ";BENS;250110;03/04/2024;30/09/2024;180;"SAA.CGENG";"282/2023";"Baixo";7;30/09/2024;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;"14785";"ESTAÇÃO TRABALHO";603771;"REVESTIMENTO: LAMINADO MELAMÍNICO DE BAIXA PRESSÃO, COMPONENTES: 01 MESA, PENÍNSULA FORMATO GOTA E ARMÁRIO COMPLEME, ALTURA: 850, TIPO TAMPO: MADEIRA MDF, COMPRIMENTO: 2400, TIPO: MULTIFUNCIONAL EM "U", LARGURA: 600, CARACTERÍSTICAS ADICIONAIS: CALHA E CAIXA DE TOMADA, ESTRUTURA: MDF, ESPESSURA TAMPO: 25";"UN";4.500,0000;20,00000;90.000,0000
"90283/2023";Aprovada;;"BENS - MATERIAL - CGENG - Aquisição de mobiliários ";BENS;250110;03/04/2024;30/09/2024;180;"SAA.CGENG";"282/2023";"Baixo";8;30/09/2024;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;"13596";"CONJUNTO MESAS ESCRITÓRIO";603770;"REVESTIMENTO: LAMINADO MELAMÍNICO DE BAIXA PRESSÃO, MATERIAL: MADEIRA MDF, ALTURA: 0,85, COMPRIMENTO MESA AUXILIAR: 1,60, LARGURA MESA AUXILIAR: 0,70, COMPRIMENTO MESA PRINCIPAL: 1,60, LARGURA MESA PRINCIPAL: 0,70, CARACTERÍSTICAS ADICIONAIS: CALHA E CAIXA DE TOMADA, ESPESSURA TAMPO: 25, FORMATO: EM "L"";"UN";1.653,0000;50,00000;82.650,0000
"90283/2023";Aprovada;;"BENS - MATERIAL - CGENG - Aquisição de mobiliários ";BENS;250110;03/04/2024;30/09/2024;180;"SAA.CGENG";"282/2023";"Baixo";9;30/09/2024;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;"336";"GAVETEIRO MÓVEL";603769;"MATERIAL: MADEIRA MDP, ALTURA: 650, LARGURA: 310, CARACTERÍSTICAS ADICIONAIS: COM FECHADURA E CORREDIÇAS METÁLICAS, PROFUNDIDADE: 500, QUANTIDADE GAVETAS: 4, TIPO REVESTIMENTO: LAMINADO MELAMÍNICO, ESPESSURA TAMPO: 18";"UN";557,4800;200,00000;111.496,0000
"90283/2023";Aprovada;;"BENS - MATERIAL - CGENG - Aquisição de mobiliários ";BENS;250110;03/04/2024;30/09/2024;180;"SAA.CGENG";"282/2023";"Baixo";10;30/09/2024;Material;7125;ARMÁRIOS E ESTANTES;"15290";"ARMÁRIO";603768;"REVESTIMENTO: LAMINADO MELAMÍNICO BAIXA PRESSÃO, MATERIAL: MDP, ALTURA: 0,85, ESPESSURA: 25, TIPO: BAIXO, LARGURA: 0,70, TIPO PORTAS: COM FECHADURA, CARACTERÍSTICAS ADICIONAIS: FECHADURA FRONTAL, PROFUNDIDADE: 0,50, QUANTIDADE PORTAS: 4, QUANTIDADE PRATELEIRAS: 1 REGULÁVEL";"UN";635,7200;150,00000;95.358,0000
